Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
Royalton New York,7.7,1.4,299,88,387.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-17,2024-07-18
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,195,55,250.0,"1 night,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-17,2024-07-18
"The New Yorker, A Wyndham Hotel",7.7,2.0,229,71,300.0,"1 night,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-17,2024-07-18
Radio Hotel,8.0,9.8,140,24,164.0,"1 night,2 adults",,4,True,Washington Heights,Standard Studio,Entire studio•1 bathroom•17m²,,,Very Good,1299 ,2024-07-01,2024-07-17,2024-07-18
Riverside Tower Hotel,8.4,1.9,183,30,213.0,"1 night,2 adults",,2,True,Upper West Side,River View Queen,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,585 ,2024-07-01,2024-07-17,2024-07-18
The Chelsean New York,7.1,2.8,189,66,255.0,"1 night,2 adults",,3,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-17,2024-07-18
Hotel Hayden New York,7.2,2.5,219,79,298.0,"1 night,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-07-01,2024-07-17,2024-07-18
NH Collection New York Madison Avenue,8.3,2.0,351,95,446.0,"1 night,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-17,2024-07-18
Margaritaville Resort Times Square,8.7,1.5,314,108,422.0,"1 night,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,,,Excellent,3160 ,2024-07-01,2024-07-17,2024-07-18
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,269,43,312.0,"1 night,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-17,2024-07-18
U.S. Pacific Hotel,5.6,5.7,109,20,129.0,"1 night,2 adults",,1,True,Chinatown,Standard Double (No Window),1 full bed,Free cancellation,,Review score,2436 ,2024-07-01,2024-07-17,2024-07-18
Ameritania at Times Square,7.9,0.45,195,55,250.0,"1 night,2 adults",,4,True,Manhattan,Standard Double Room,1 full bed,,,Good,5849 ,2024-07-01,2024-07-17,2024-07-18
Courtyard New York Manhattan/Upper East Side,7.7,3.3,319,51,370.0,"1 night,2 adults",,3,True,Upper East Side,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,742 ,2024-07-01,2024-07-17,2024-07-18
Carlton Arms Hotel,7.4,3.1,172,29,201.0,"1 night,2 adults",,2,True,Gramercy,Double Room,1 full bed,Free cancellation,,Good,1978 ,2024-07-01,2024-07-17,2024-07-18
"Hotel Shocard Broadway, Times Square",7.3,1.5,190,61,251.0,"1 night,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,,,Good,2386 ,2024-07-01,2024-07-17,2024-07-18
Hotel Elysee by Library Hotel Collection,8.7,1.2,351,80,431.0,"1 night,2 adults",,4,True,Midtown East,Deluxe Queen Room,1 queen bed,Free cancellation,,Excellent,252 ,2024-07-01,2024-07-17,2024-07-18
Lex Hotel NYC,8.1,3.0,177,63,240.0,"1 night,2 adults",,3,True,Kips Bay,Queen Room - Disability Access,1 queen bed,,,Very Good,1226 ,2024-07-01,2024-07-17,2024-07-18
Hyatt Grand Central New York,7.3,1.9,322,97,419.0,"1 night,2 adults",Getaway Deal,4,True,Midtown East,Queen Room,1 queen bed,Free cancellation,,Good,2626 ,2024-07-01,2024-07-17,2024-07-18
"The Pierre, A Taj Hotel, New York",8.4,0.9,625,135,760.0,"1 night,2 adults",,5,True,Upper East Side,Superior King Room Interior View,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,789 ,2024-07-01,2024-07-17,2024-07-18
Riu Plaza Manhattan Times Square,8.6,1.0,320,84,404.0,"1 night,2 adults",,4,True,Manhattan,Deluxe Superior King with views,1 king bed,Free cancellation,No prepayment needed– pay at the property,Excellent,11797 ,2024-07-01,2024-07-17,2024-07-18
"Hotel 50 Bowery, part of JdV by Hyatt",8.5,5.9,270,78,348.0,"1 night,2 adults",,4,True,Chinatown,King Room,1 king bed,Free cancellation,,Very Good,921 ,2024-07-01,2024-07-17,2024-07-18
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,441,72,513.0,"2 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-17,2024-07-19
Motto By Hilton New York City Times Square,8.2,1.0,446,143,589.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-17,2024-07-19
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,324,112,436.0,"2 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-17,2024-07-19
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,580,93,673.0,"2 nights,2 adults",,4,True,Chelsea,King Room - Hearing Accessible,1 king bed,,,Very Good,1490 ,2024-07-01,2024-07-17,2024-07-19
Pod Times Square,8.1,1.4,322,100,422.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22280 ,2024-07-01,2024-07-17,2024-07-19
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,337,103,440.0,"2 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-17,2024-07-19
West Side YMCA,6.6,0.35,237,20,257.0,"2 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-17,2024-07-19
Radio Hotel,8.0,9.8,279,48,327.0,"2 nights,2 adults",,4,True,Washington Heights,Standard Studio,Entire studio•1 bathroom•17m²,,,Very Good,1299 ,2024-07-01,2024-07-17,2024-07-19
Royalton New York,7.7,1.4,520,173,693.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-17,2024-07-19
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,344,104,448.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3050 ,2024-07-01,2024-07-17,2024-07-19
The Chelsean New York,7.1,2.8,348,127,475.0,"2 nights,2 adults",,3,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-17,2024-07-19
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,488,79,567.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-17,2024-07-19
"The New Yorker, A Wyndham Hotel",7.7,2.0,458,141,599.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-17,2024-07-19
"Hotel Shocard Broadway, Times Square",7.3,1.5,333,114,447.0,"2 nights,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,,,Good,2386 ,2024-07-01,2024-07-17,2024-07-19
Hotel Hayden New York,7.2,2.5,388,150,538.0,"2 nights,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-07-01,2024-07-17,2024-07-19
Margaritaville Resort Times Square,8.7,1.5,610,213,823.0,"2 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,,,Excellent,3160 ,2024-07-01,2024-07-17,2024-07-19
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,464,121,585.0,"2 nights,2 adults",,3,True,Chelsea,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-17,2024-07-19
NH Collection New York Madison Avenue,8.3,2.0,633,180,813.0,"2 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-17,2024-07-19
"Dream Midtown, by Hyatt",7.5,0.4,468,145,613.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room with Roll In Shower - Accessible,1 queen bed,Free cancellation,,Good,1249 ,2024-07-01,2024-07-17,2024-07-19
"The Pierre, A Taj Hotel, New York",8.4,0.9,1125,252,1377.0,"2 nights,2 adults",,5,True,Upper East Side,Superior King Room Interior View,1 king bed,Free cancellation,,Very Good,789 ,2024-07-01,2024-07-17,2024-07-19
Omni Berkshire Place,8.7,1.1,755,199,954.0,"2 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-17,2024-07-19
U.S. Pacific Hotel,5.6,5.7,218,39,257.0,"2 nights,2 adults",,1,True,Chinatown,Standard Double (No Window),1 full bed,Free cancellation,,Review score,2436 ,2024-07-01,2024-07-17,2024-07-19
Pod 39,8.1,2.1,394,111,505.0,"2 nights,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,,,Very Good,11521 ,2024-07-01,2024-07-17,2024-07-19
Hyatt Grand Central New York,7.3,1.9,604,189,793.0,"2 nights,2 adults",Getaway Deal,4,True,Midtown East,Queen Room,1 queen bed,Free cancellation,,Good,2626 ,2024-07-01,2024-07-17,2024-07-19
Wyndham Garden Chinatown,7.4,5.8,433,111,544.0,"2 nights,2 adults",Getaway Deal,4,True,Lower East Side,"Deluxe Queen Room, Upper Floor",1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-07-01,2024-07-17,2024-07-19
Hilton Garden Inn New York Times Square North,7.7,1.3,566,91,657.0,"2 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2808 ,2024-07-01,2024-07-17,2024-07-19
Pestana Park Avenue,8.6,1.9,781,201,982.0,"3 nights,2 adults",Limited-time Deal,4,True,Murray Hill,Superior Room,1 queen bed,Free cancellation,,Excellent,1134 ,2024-07-01,2024-07-17,2024-07-20
Motto By Hilton New York City Times Square,8.2,1.0,686,217,903.0,"3 nights,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-17,2024-07-20
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,509,171,680.0,"3 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-17,2024-07-20
"Holiday Inn Express - Times Square, an IHG Hotel",6.3,1.6,561,145,706.0,"3 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,Standard Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Review score,2747 ,2024-07-01,2024-07-17,2024-07-20
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,523,156,679.0,"3 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-17,2024-07-20
"The New Yorker, A Wyndham Hotel",7.7,2.0,584,196,780.0,"3 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-17,2024-07-20
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,533,158,691.0,"3 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-07-01,2024-07-17,2024-07-20
"Hotel Shocard Broadway, Times Square",7.3,1.5,495,171,666.0,"3 nights,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,Free cancellation,,Good,2386 ,2024-07-01,2024-07-17,2024-07-20
La Quinta by Wyndham Time Square South,8.3,1.7,649,171,820.0,"3 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-07-01,2024-07-17,2024-07-20
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,697,113,810.0,"3 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-17,2024-07-20
Pod Times Square,8.1,1.4,564,163,727.0,"3 nights,2 adults",,3,True,Hell's Kitchen,Full Pod ADA,1 full bed,,,Very Good,22280 ,2024-07-01,2024-07-17,2024-07-20
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,661,108,769.0,"3 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-17,2024-07-20
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,635,104,739.0,"3 nights,2 adults",Getaway Deal,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-07-01,2024-07-17,2024-07-20
The Chelsean New York,7.1,2.8,529,192,721.0,"3 nights,2 adults",,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-17,2024-07-20
Royalton New York,7.7,1.4,771,257,1028.0,"3 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-17,2024-07-20
West Side YMCA,6.6,0.35,384,30,414.0,"3 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-17,2024-07-20
Wyndham Garden Chinatown,7.4,5.8,550,152,702.0,"3 nights,2 adults",Getaway Deal,4,True,Lower East Side,"Deluxe Queen Room, Upper Floor",1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-07-01,2024-07-17,2024-07-20
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,688,181,869.0,"3 nights,2 adults",,3,True,Chelsea,Standard Room,1 full bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-17,2024-07-20
NH Collection New York Madison Avenue,8.3,2.0,863,258,1121.0,"3 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-17,2024-07-20
Omni Berkshire Place,8.7,1.1,950,271,1221.0,"3 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-17,2024-07-20
Aloft Manhattan Downtown - Financial District,7.4,6.8,617,101,718.0,"3 nights,2 adults",,4,True,Manhattan,"Guest room, 1 Queen",1 queen bed,Free cancellation,,Good,1181 ,2024-07-01,2024-07-17,2024-07-20
Pod 39,8.1,2.1,564,163,727.0,"3 nights,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,,,Very Good,11521 ,2024-07-01,2024-07-17,2024-07-20
Hotel Hayden New York,7.2,2.5,605,229,834.0,"3 nights,2 adults",,4,True,Chelsea,Superior King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,2694 ,2024-07-01,2024-07-17,2024-07-20
New York Marriott Marquis,8.2,1.1,1234,330,1564.0,"3 nights,2 adults",Getaway Deal,5,True,Manhattan,King Room with Sofa Bed (Upon Request),1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2780 ,2024-07-01,2024-07-17,2024-07-20
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,636,104,740.0,"3 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-07-01,2024-07-17,2024-07-20
Renaissance New York Harlem Hotel,8.2,5.4,737,205,942.0,"3 nights,2 adults",,3,True,Harlem,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,593 ,2024-07-01,2024-07-17,2024-07-20
Pestana Park Avenue,8.6,1.9,1038,268,1306.0,"4 nights,2 adults",Limited-time Deal,4,True,Murray Hill,Superior Room,1 queen bed,Free cancellation,,Excellent,1134 ,2024-07-01,2024-07-17,2024-07-21
Motto By Hilton New York City Times Square,8.2,1.0,926,290,1216.0,"4 nights,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,,,Very Good,431 ,2024-07-01,2024-07-17,2024-07-21
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,711,233,944.0,"4 nights,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-17,2024-07-21
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,1130,181,1311.0,"4 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1490 ,2024-07-01,2024-07-17,2024-07-21
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,836,137,973.0,"4 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-17,2024-07-21
Pod Times Square,8.1,1.4,745,216,961.0,"4 nights,2 adults",,3,True,Hell's Kitchen,Full Pod,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,22280 ,2024-07-01,2024-07-17,2024-07-21
"Hotel Shocard Broadway, Times Square",7.3,1.5,702,234,936.0,"4 nights,2 adults",,3,True,Manhattan,Standard Double Room,1 full bed,Free cancellation,,Good,2386 ,2024-07-01,2024-07-17,2024-07-21
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,750,216,966.0,"4 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-07-01,2024-07-17,2024-07-21
"The New Yorker, A Wyndham Hotel",7.7,2.0,813,267,1080.0,"4 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-17,2024-07-21
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,736,214,950.0,"4 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-07-01,2024-07-17,2024-07-21
Pod 39,8.1,2.1,745,216,961.0,"4 nights,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,Free cancellation,No prepayment needed– pay at the property,Very Good,11521 ,2024-07-01,2024-07-17,2024-07-21
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,872,143,1015.0,"4 nights,2 adults",Getaway Deal,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-07-01,2024-07-17,2024-07-21
La Quinta by Wyndham Time Square South,8.3,1.7,914,236,1150.0,"4 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-07-01,2024-07-17,2024-07-21
Royalton New York,7.7,1.4,1156,345,1501.0,"4 nights,2 adults",,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-17,2024-07-21
Wyndham Garden Chinatown,7.4,5.8,760,206,966.0,"4 nights,2 adults",Getaway Deal,4,True,Lower East Side,Superior Queen Room Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-07-01,2024-07-17,2024-07-21
The Chelsean New York,7.1,2.8,766,265,1031.0,"4 nights,2 adults",,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-17,2024-07-21
NH Collection New York Madison Avenue,8.3,2.0,1125,340,1465.0,"4 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-07-01,2024-07-17,2024-07-21
West Side YMCA,6.6,0.35,538,40,578.0,"4 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-07-01,2024-07-17,2024-07-21
"Le Meridien New York, Central Park by Marriott",7.0,0.5,1165,369,1534.0,"4 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-07-01,2024-07-17,2024-07-21
"Dream Midtown, by Hyatt",7.5,0.4,918,287,1205.0,"4 nights,2 adults",Getaway Deal,4,True,Manhattan,Queen Room with Roll In Shower - Accessible,1 queen bed,Free cancellation,,Good,1249 ,2024-07-01,2024-07-17,2024-07-21
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,927,243,1170.0,"4 nights,2 adults",,3,True,Chelsea,Standard King Room with Mobility Accessible Roll-In Shower,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-17,2024-07-21
Omni Berkshire Place,8.7,1.1,1189,350,1539.0,"4 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1320 ,2024-07-01,2024-07-17,2024-07-21
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,873,143,1016.0,"4 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-07-01,2024-07-17,2024-07-21
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,1235,196,1431.0,"4 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-07-01,2024-07-17,2024-07-21
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,957,155,1112.0,"4 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-07-01,2024-07-17,2024-07-21
Hilton Club The Quin New York,8.5,0.5,1425,224,1649.0,"4 nights,2 adults",,3,True,Manhattan,Deluxe King Studio,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1849 ,2024-07-01,2024-07-17,2024-07-21
Hyatt Grand Central New York,7.3,1.9,1071,358,1429.0,"4 nights,2 adults",Getaway Deal,4,True,Midtown East,Queen Room,1 queen bed,Free cancellation,,Good,2626 ,2024-07-01,2024-07-17,2024-07-21
Hilton Garden Inn New York Central Park South-Midtown West,7.3,0.45,988,163,1151.0,"5 nights,2 adults",Limited-time Deal,3,True,Manhattan,King Room with Roll-In Shower - Mobility and Hearing Access,1 king bed,,,Good,8470 ,2024-07-01,2024-07-17,2024-07-22
Motto By Hilton New York City Times Square,8.2,1.0,1066,349,1415.0,"5 nights,2 adults",,3,True,Manhattan,Flex Room with Wall Bed,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,431 ,2024-07-01,2024-07-17,2024-07-22
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,815,281,1096.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,741 ,2024-07-01,2024-07-17,2024-07-22
Courtyard by Marriott New York Manhattan/Chelsea,8.3,2.4,1274,205,1479.0,"5 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,1490 ,2024-07-01,2024-07-17,2024-07-22
Pod Times Square,8.1,1.4,854,258,1112.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,Full Pod,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,22280 ,2024-07-01,2024-07-17,2024-07-22
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,1035,170,1205.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4531 ,2024-07-01,2024-07-17,2024-07-22
Pod 39,8.1,2.1,837,256,1093.0,"5 nights,2 adults",Free airport taxi,3,True,Murray Hill,Bunk Pod,2 twin beds,Free cancellation,No prepayment needed– pay at the property,Very Good,11521 ,2024-07-01,2024-07-17,2024-07-22
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,868,260,1128.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-07-01,2024-07-17,2024-07-22
"Hotel Shocard Broadway, Times Square",7.3,1.5,827,285,1112.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,,Good,2386 ,2024-07-01,2024-07-17,2024-07-22
"The New Yorker, A Wyndham Hotel",7.7,2.0,956,325,1281.0,"5 nights,2 adults",Free airport taxi,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-07-01,2024-07-17,2024-07-22
La Quinta by Wyndham Time Square South,8.3,1.7,1075,285,1360.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-07-01,2024-07-17,2024-07-22
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,1005,166,1171.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-07-01,2024-07-17,2024-07-22
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,1043,171,1214.0,"5 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-07-01,2024-07-17,2024-07-22
The Chelsean New York,7.1,2.8,898,322,1220.0,"5 nights,2 adults",Free airport taxi,3,True,Chelsea,King Room - Disability Access,1 king bed,Free cancellation,,Good,1644 ,2024-07-01,2024-07-17,2024-07-22
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,998,165,1163.0,"5 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-07-01,2024-07-17,2024-07-22
Royalton New York,7.7,1.4,1274,427,1701.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Standard Queen Room,1 queen bed,Free cancellation,,Good,2459 ,2024-07-01,2024-07-17,2024-07-22
Aloft Manhattan Downtown - Financial District,7.4,6.8,947,157,1104.0,"5 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-07-01,2024-07-17,2024-07-22
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,1091,293,1384.0,"5 nights,2 adults",,3,True,Chelsea,Standard King Room with Mobility Accessible Roll-In Shower,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-07-01,2024-07-17,2024-07-22
Wyndham Garden Chinatown,7.4,5.8,891,249,1140.0,"5 nights,2 adults",Free airport taxi,4,True,Lower East Side,Superior Queen Room Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,694 ,2024-07-01,2024-07-17,2024-07-22
